NF;Data_Pedido;Data_Entrega_Prevista;Data_Entrega_Real;Prazo_contratado;Qtd_Pedida;Qtd_Entregue;Falha_de_entrega;Valor_do_pedido;Custo_Frete_KM;primeiro_sucesso_entrega;seguN_sucesso_entrega;Tentativas_de_entrega;Motivo_Devolucao;Ocorrencia;Produto_controlado;ID_Driver;Modelo;Modal;Eixos;Cubagem_(m3);Capacidade_(ton);Frete;Pedagio_(R$/km);TDE_(Taxa_de_Descarga);TAC_(Carga_Perigosa)_(Frete*dec);GRIS_(Gerenciamento_de_Risco:_Valor_da_carga*dec);Hora_Parada;Ad_Valorem_(valor_da_carga*dec);Coleta/Entrega_Urbana;Transportadora;Origem-Cidade;Origem-UF;Destino-Cidade;Destino-UF;KM;TEMPO_DE_IDA_(h);TEMPO_DE_VOLTA_(h);TEMPO_NO_CD_(h)
9206;22/01/2024;24/01/2024;24/01/2024;2;10;10;0;2394071;4816;Y;N;0;;N;Y;DR90628;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Santa Maria;RS;602;9.8;8.9;6.1
8766;03/01/2024;06/01/2024;06/01/2024;3;4;4;0;4609238;10788;Y;N;0;;N;Y;DR90618;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Goiania;GO;1798;22.6;22.8;7.6
6836;13/01/2024;19/01/2024;24/01/2024;6;2;2;0;738434;8990;N;Y;1;;N;N;DR90626;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;RodaFirme Transportes;Manaus;AM;Joao Pessoa;PB;1798;22.6;22.8;7.6
7478;25/01/2024;31/01/2024;05/02/2024;6;3;1;0;847534;2588,6;N;Y;1;;N;N;DR90598;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
1501;23/01/2024;30/01/2024;01/02/2024;7;5;5;0;820567;1505;N;Y;1;;N;Y;DR90592;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Sao Luis;MA;602;9.8;8.9;6.1
5095;11/01/2024;14/01/2024;14/01/2024;3;2;2;0;3411934;4816;Y;N;0;;N;Y;DR90586;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Maceio;AL;602;9.8;8.9;6.1
8337;30/01/2024;02/02/2024;03/02/2024;3;2;1;0;2474463;3612;N;Y;1;;N;Y;DR90614;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Niteroi;RJ;602;9.8;8.9;6.1
2997;29/01/2024;02/02/2024;02/02/2024;4;7;7;0;528580;3010;Y;N;0;;N;Y;DR90640;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Sao Luis;MA;602;9.8;8.9;6.1
2737;06/01/2024;11/01/2024;11/01/2024;5;9;9;0;254994;7731,4;Y;N;0;;N;N;DR90584;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;RodaFirme Transportes;Manaus;AM;Fortaleza;CE;1798;22.6;22.8;7.6
3705;18/01/2024;25/01/2024;25/01/2024;7;9;9;0;403493;7457,5;Y;N;0;;N;N;DR90596;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Cargas Bahia;Salvador;BA;Goiania;GO;2983;39.7;39.4;2.3
5103;29/01/2024;04/02/2024;04/02/2024;6;1;1;0;2354375;4816;Y;N;0;;N;Y;DR90624;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Pelotas;RS;602;9.8;8.9;6.1
4687;29/01/2024;03/02/2024;03/02/2024;5;6;6;0;3062439;17898;Y;N;0;;N;Y;DR90638;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Cargas Bahia;Salvador;BA;Rio de Janeiro;RJ;2983;39.7;39.4;2.3
5106;29/01/2024;02/02/2024;02/02/2024;4;1;1;0;569605;3010;Y;N;0;;N;Y;DR90630;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
2864;01/01/2024;06/01/2024;06/01/2024;5;1;1;0;401795;2588,6;Y;N;0;;N;N;DR90602;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Joinville;SC;602;9.8;8.9;6.1
5091;17/01/2024;23/01/2024;26/01/2024;6;2;2;0;727971;1505;N;Y;1;;N;N;DR90636;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Rio de Janeiro;RJ;602;9.8;8.9;6.1
3616;26/01/2024;30/01/2024;04/02/2024;4;10;9;1;3059119;4816;N;Y;1;Pedido incorreto;Y;Y;DR90610;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Porto Alegre;RS;602;9.8;8.9;6.1
5708;17/01/2024;21/01/2024;21/01/2024;4;6;6;0;2451332;17898;Y;N;0;;N;Y;DR90604;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Cargas Bahia;Salvador;BA;Cascavel;PR;2983;39.7;39.4;2.3
7902;19/01/2024;23/01/2024;23/01/2024;4;10;10;0;308800;3010;Y;N;0;;N;Y;DR90608;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Sao Luis;MA;602;9.8;8.9;6.1
3809;07/01/2024;11/01/2024;14/01/2024;4;8;3;5;881540;2588,6;N;Y;1;Endereco errado;Y;Y;DR90594;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Ribeirao Preto;SP;602;9.8;8.9;6.1
1420;02/01/2024;06/01/2024;06/01/2024;4;3;3;0;934724;7457,5;Y;N;0;;N;N;DR90628;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Cargas Bahia;Salvador;BA; Marilia;SP;2983;39.7;39.4;2.3
7537;29/01/2024;31/01/2024;02/02/2024;2;9;5;4;4352595;4816;N;Y;1;Endereco errado;Y;N;DR90618;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
6821;21/01/2024;27/01/2024;01/02/2024;6;9;4;0;2958604;3612;N;Y;1;;N;Y;DR90626;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Londrina;PR;602;9.8;8.9;6.1
8556;19/01/2024;22/01/2024;22/01/2024;3;6;6;0;467025;14915;Y;N;0;;N;Y;DR90598;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Cargas Bahia;Salvador;BA;Uberlandia;MG;2983;39.7;39.4;2.3
9933;28/01/2024;02/02/2024;02/02/2024;5;10;10;0;444796;2588,6;Y;N;0;;N;Y;DR90592;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Bauru;SP;602;9.8;8.9;6.1
6868;22/01/2024;28/01/2024;31/01/2024;6;1;1;0;685302;7457,5;N;Y;1;;N;N;DR90586;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Cargas Bahia;Salvador;BA;Sao Luis;MA;2983;39.7;39.4;2.3
1574;18/01/2024;25/01/2024;26/01/2024;7;3;3;0;3897375;4816;N;Y;1;;N;N;DR90614;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Ribeirao Preto;SP;602;9.8;8.9;6.1
2580;09/01/2024;11/01/2024;11/01/2024;2;5;5;0;4500821;17898;Y;N;0;;N;Y;DR90640;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Cargas Bahia;Salvador;BA; Marilia;SP;2983;39.7;39.4;2.3
3631;24/01/2024;26/01/2024;26/01/2024;2;5;5;0;386168;3010;Y;N;0;;N;Y;DR90584;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Juiz de Fora;MG;602;9.8;8.9;6.1
2715;29/01/2024;04/02/2024;04/02/2024;6;4;4;0;952394;12826,9;Y;N;0;;N;Y;DR90596;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Cargas Bahia;Salvador;BA;Piracicaba;SP;2983;39.7;39.4;2.3
7107;26/01/2024;01/02/2024;01/02/2024;6;9;9;0;639053;1505;Y;N;0;;N;Y;DR90624;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Porto Alegre;RS;602;9.8;8.9;6.1
7417;17/01/2024;19/01/2024;19/01/2024;2;1;1;0;2931868;4816;Y;N;0;;N;N;DR90638;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Uberlandia;MG;602;9.8;8.9;6.1
7896;20/01/2024;24/01/2024;25/01/2024;4;4;3;0;3096862;10788;N;Y;1;;N;N;DR90630;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Pelotas;RS;1798;22.6;22.8;7.6
5027;15/01/2024;22/01/2024;25/01/2024;7;4;2;0;700248;3010;N;Y;1;;N;Y;DR90602;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Belem;PA;602;9.8;8.9;6.1
3908;31/01/2024;03/02/2024;03/02/2024;3;10;10;0;833921;12826,9;Y;N;0;;N;Y;DR90636;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Cargas Bahia;Salvador;BA;Maceio;AL;2983;39.7;39.4;2.3
3450;10/01/2024;15/01/2024;15/01/2024;5;9;9;0;890793;1505;Y;N;0;;N;Y;DR90610;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Goiania;GO;602;9.8;8.9;6.1
2285;02/01/2024;08/01/2024;08/01/2024;6;4;4;0;2607094;4816;Y;N;0;;N;N;DR90604;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Ponta Grossa;PR;602;9.8;8.9;6.1
8502;06/01/2024;13/01/2024;13/01/2024;7;8;8;0;4083094;17898;Y;N;0;;N;N;DR90608;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Cargas Bahia;Salvador;BA;Cascavel;PR;2983;39.7;39.4;2.3
9736;24/01/2024;29/01/2024;29/01/2024;5;1;1;0;355023;3010;Y;N;0;;N;Y;DR90594;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Pelotas;RS;602;9.8;8.9;6.1
7840;16/01/2024;23/01/2024;23/01/2024;7;1;1;0;325987;2588,6;Y;N;0;;N;Y;DR90628;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP; Sao Paulo;SP;602;9.8;8.9;6.1
8698;23/01/2024;27/01/2024;01/02/2024;4;10;10;0;368179;1505;N;Y;1;;N;Y;DR90618;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Piracicaba;SP;602;9.8;8.9;6.1
1778;27/01/2024;02/02/2024;05/02/2024;6;5;1;4;3711872;4816;N;Y;1;Pedido incorreto;Y;Y;DR90626;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Piracicaba;SP;602;9.8;8.9;6.1
1691;08/01/2024;14/01/2024;14/01/2024;6;7;7;0;2077779;3612;Y;N;0;;N;N;DR90598;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Bauru;SP;602;9.8;8.9;6.1
6260;27/01/2024;02/02/2024;05/02/2024;6;7;6;1;939064;3010;N;Y;1;Endereco errado;Y;N;DR90592;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
4933;05/01/2024;11/01/2024;11/01/2024;6;1;1;0;748189;2588,6;Y;N;0;;N;Y;DR90586;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
3821;22/01/2024;24/01/2024;24/01/2024;2;5;5;0;797633;1505;Y;N;0;;N;Y;DR90614;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Goiania;GO;602;9.8;8.9;6.1
2682;18/01/2024;25/01/2024;27/01/2024;7;10;3;7;2845758;4816;N;Y;1;Endereco errado;Y;Y;DR90640;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Teresina;PI;602;9.8;8.9;6.1
1411;08/01/2024;11/01/2024;13/01/2024;3;7;6;1;2123204;3612;N;Y;1;Produto danificado;Y;N;DR90584;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Rio de Janeiro;RJ;602;9.8;8.9;6.1
2348;31/01/2024;04/02/2024;04/02/2024;4;10;10;0;307880;3010;Y;N;0;;N;N;DR90596;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Goiania;GO;602;9.8;8.9;6.1
2703;18/01/2024;23/01/2024;24/01/2024;5;6;1;5;785579;2588,6;N;Y;1;Produto danificado;Y;Y;DR90624;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Campo Grande;MS;602;9.8;8.9;6.1
5988;08/01/2024;10/01/2024;11/01/2024;2;2;2;0;520559;1505;N;Y;1;;N;Y;DR90638;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Sao Luis;MA;602;9.8;8.9;6.1
1962;12/01/2024;19/01/2024;21/01/2024;7;2;2;0;4847553;4816;N;Y;1;;N;N;DR90630;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Juiz de Fora;MG;602;9.8;8.9;6.1
6089;14/01/2024;16/01/2024;16/01/2024;2;9;9;0;2047619;3612;Y;N;0;;N;N;DR90602;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Santa Maria;RS;602;9.8;8.9;6.1
3876;17/01/2024;23/01/2024;23/01/2024;6;3;3;0;722989;8990;Y;N;0;;N;Y;DR90636;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;RodaFirme Transportes;Manaus;AM;Belo Horizonte;MG;1798;22.6;22.8;7.6
2131;16/01/2024;22/01/2024;22/01/2024;6;6;6;0;526851;2588,6;Y;N;0;;N;Y;DR90610;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Recife;PE;602;9.8;8.9;6.1
3533;31/01/2024;06/02/2024;06/02/2024;6;9;9;0;551771;1505;Y;N;0;;N;Y;DR90604;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Uberlandia;MG;602;9.8;8.9;6.1
4853;19/01/2024;26/01/2024;26/01/2024;7;9;2;0;3831402;4816;Y;N;0;;N;N;DR90608;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Porto Alegre;RS;602;9.8;8.9;6.1
9741;04/01/2024;10/01/2024;10/01/2024;6;8;2;0;4774754;17898;Y;N;0;;N;N;DR90594;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Cargas Bahia;Salvador;BA;Ribeirao Preto;SP;2983;39.7;39.4;2.3
7275;12/01/2024;17/01/2024;18/01/2024;5;6;9;0;251579;3010;N;Y;1;;N;Y;DR90628;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Campo Grande;MS;602;9.8;8.9;6.1
1106;15/01/2024;21/01/2024;21/01/2024;6;3;3;0;822494;2588,6;Y;N;0;;N;Y;DR90618;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Pelotas;RS;602;9.8;8.9;6.1
4934;19/01/2024;23/01/2024;26/01/2024;4;1;6;0;413281;1505;N;Y;1;;N;Y;DR90626;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
4464;26/01/2024;30/01/2024;02/02/2024;4;10;9;1;4052132;4816;N;Y;1;Cliente ausente;Y;N;DR90598;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Vitoria;ES;602;9.8;8.9;6.1
7536;30/01/2024;05/02/2024;05/02/2024;6;5;1;0;3387404;3612;Y;N;0;;N;N;DR90592;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Maceio;AL;602;9.8;8.9;6.1
1333;25/01/2024;27/01/2024;27/01/2024;2;4;10;6;357429;14915;N;Y;1;Pedido incorreto;Y;Y;DR90586;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Cargas Bahia;Salvador;BA;Ponta Grossa;PR;2983;39.7;39.4;2.3
3632;31/01/2024;05/02/2024;05/02/2024;5;1;1;0;469583;7731,4;Y;N;0;;N;Y;DR90614;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;RodaFirme Transportes;Manaus;AM;Piracicaba;SP;1798;22.6;22.8;7.6
6853;17/01/2024;24/01/2024;29/01/2024;7;9;7;0;917404;1505;N;Y;1;;N;Y;DR90640;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Santa Maria;RS;602;9.8;8.9;6.1
1618;20/01/2024;22/01/2024;22/01/2024;2;4;6;0;4725907;23864;Y;N;0;;N;N;DR90584;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Cargas Bahia;Salvador;BA;Ponta Grossa;PR;2983;39.7;39.4;2.3
4917;03/01/2024;10/01/2024;10/01/2024;7;3;1;0;2690671;17898;Y;N;0;;N;N;DR90596;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Cargas Bahia;Salvador;BA;Fortaleza;CE;2983;39.7;39.4;2.3
8874;17/01/2024;20/01/2024;20/01/2024;3;10;5;0;365747;3010;Y;N;0;;N;Y;DR90624;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Ribeirao Preto;SP;602;9.8;8.9;6.1
3772;09/01/2024;15/01/2024;15/01/2024;6;8;3;5;297351;2588,6;N;Y;1;Produto danificado;Y;Y;DR90638;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Vitoria;ES;602;9.8;8.9;6.1
4368;17/01/2024;19/01/2024;19/01/2024;2;5;1;0;427678;1505;Y;N;0;;N;Y;DR90630;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Cuiaba;MT;602;9.8;8.9;6.1
7067;31/01/2024;02/02/2024;07/02/2024;2;9;10;0;4425820;23864;N;Y;1;;N;N;DR90602;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Cargas Bahia;Salvador;BA;Campo Grande;MS;2983;39.7;39.4;2.3
9465;09/01/2024;16/01/2024;16/01/2024;7;3;1;0;3831676;3612;Y;N;0;;N;N;DR90636;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Natal;RN;602;9.8;8.9;6.1
2010;25/01/2024;27/01/2024;28/01/2024;2;9;7;0;446856;3010;N;Y;1;;N;Y;DR90610;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Goiania;GO;602;9.8;8.9;6.1
8385;26/01/2024;01/02/2024;01/02/2024;6;9;6;3;818352;2588,6;N;Y;1;Endereco errado;Y;Y;DR90604;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Uberlandia;MG;602;9.8;8.9;6.1
7786;31/01/2024;02/02/2024;02/02/2024;2;8;1;7;705211;1505;N;Y;1;Cliente ausente;Y;Y;DR90608;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Juiz de Fora;MG;602;9.8;8.9;6.1
9433;31/01/2024;07/02/2024;08/02/2024;7;4;5;0;4790053;14384;N;Y;1;;N;N;DR90594;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;RodaFirme Transportes;Manaus;AM;Belo Horizonte;MG;1798;22.6;22.8;7.6
6760;11/01/2024;16/01/2024;17/01/2024;5;9;3;6;3521079;10788;N;Y;1;Endereco errado;Y;N;DR90628;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Niteroi;RJ;1798;22.6;22.8;7.6
5004;04/01/2024;10/01/2024;10/01/2024;6;10;2;0;404557;8990;Y;N;0;;N;Y;DR90618;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;RodaFirme Transportes;Manaus;AM;Sorocaba;SP;1798;22.6;22.8;7.6
6956;25/01/2024;27/01/2024;29/01/2024;2;10;9;0;831430;2588,6;N;Y;1;;N;Y;DR90626;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
7694;25/01/2024;29/01/2024;30/01/2024;4;6;3;0;636929;7457,5;N;Y;1;;N;Y;DR90598;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Cargas Bahia;Salvador;BA;Sao Luis;MA;2983;39.7;39.4;2.3
6757;13/01/2024;20/01/2024;25/01/2024;7;5;6;0;2150832;4816;N;Y;1;;N;N;DR90592;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Teresina;PI;602;9.8;8.9;6.1
6239;06/01/2024;09/01/2024;10/01/2024;3;3;9;0;2503379;17898;N;Y;1;;N;N;DR90586;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Cargas Bahia;Salvador;BA;Fortaleza;CE;2983;39.7;39.4;2.3
5791;30/01/2024;03/02/2024;03/02/2024;4;6;2;0;933187;3010;Y;N;0;;N;Y;DR90614;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Ponta Grossa;PR;602;9.8;8.9;6.1
3477;23/01/2024;29/01/2024;29/01/2024;6;4;9;0;661853;2588,6;Y;N;0;;N;Y;DR90640;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
2595;18/01/2024;24/01/2024;26/01/2024;6;5;3;0;403626;4495;N;Y;1;;N;Y;DR90584;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;RodaFirme Transportes;Manaus;AM;Aracaju;SE;1798;22.6;22.8;7.6
5691;11/01/2024;18/01/2024;18/01/2024;7;1;6;5;3986662;4816;N;Y;1;Pedido incorreto;Y;N;DR90596;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Cuiaba;MT;602;9.8;8.9;6.1
6391;22/01/2024;27/01/2024;27/01/2024;5;6;9;0;3610451;3612;Y;N;0;;N;N;DR90624;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Campo Grande;MS;602;9.8;8.9;6.1
2893;08/01/2024;11/01/2024;11/01/2024;3;7;4;0;563726;3010;Y;N;0;;N;Y;DR90638;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Ribeirao Preto;SP;602;9.8;8.9;6.1
1555;31/01/2024;07/02/2024;07/02/2024;7;2;8;6;929122;2588,6;N;Y;1;Produto danificado;Y;Y;DR90630;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Ponta Grossa;PR;602;9.8;8.9;6.1
3522;12/01/2024;17/01/2024;20/01/2024;5;7;1;0;710783;1505;N;Y;1;;N;Y;DR90602;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Vitoria;ES;602;9.8;8.9;6.1
5260;05/01/2024;07/01/2024;09/01/2024;2;10;1;9;2154634;14384;N;Y;1;Endereco errado;Y;N;DR90636;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Manaus;AM;Juiz de Fora;MG;1798;22.6;22.8;7.6
9040;15/01/2024;22/01/2024;22/01/2024;7;9;10;1;3784304;3612;N;Y;1;Pedido incorreto;Y;N;DR90610;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Belem;PA;602;9.8;8.9;6.1
